[0:14:36.702398310] [3200] [1;32m INFO [1;37mCamera [1;34mcamera_manager.cpp:297 [0mlibcamera v0.0.5+83-bde9b04f
[0:14:36.861901591] [3235] [1;32m INFO [1;37mRPI [1;34mvc4.cpp:437 [0mRegistered camera /base/soc/i2c0mux/i2c@1/imx708@1a to Unicam device /dev/media3 and ISP device /dev/media0
[0:14:36.862091331] [3235] [1;32m INFO [1;37mRPI [1;34mpipeline_base.cpp:1101 [0mUsing configuration file '/usr/share/libcamera/pipeline/rpi/vc4/rpi_apps.yaml'
[0:14:36.881681591] [3200] [1;32m INFO [1;37mCamera [1;34mcamera.cpp:1033 [0mconfiguring streams: (0) 480x480-RGB888 (1) 1536x864-SBGGR10_CSI2P
[0:14:36.883073102] [3235] [1;32m INFO [1;37mRPI [1;34mvc4.cpp:565 [0mSensor: /base/soc/i2c0mux/i2c@1/imx708@1a - Selected sensor format: 1536x864-SBGGR10_1X10 - Selected unicam format: 1536x864-pBAA
circle true    Sending 0379 36 270 51 0 0    |    3.32 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.35 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.56 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.40 pc/s
circle true    Sending 0379 36 270 51 0 0    |    9.91 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.69 pc/s
circle true    Sending 0379 36 270 50 0 0    |    9.13 pc/s
circle true    Sending 0379 36 270 50 0 0    |    9.41 pc/s
circle true    Sending 0379 36 270 51 0 0    |    9.60 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.25 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.42 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.42 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.01 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.60 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.51 pc/s
circle true    Sending 0379 36 270 51 0 0    |    9.83 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.59 pc/s
circle true    Sending 0379 36 269 51 0 0    |    10.60 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.68 pc/s
circle true    Sending 0379 36 270 51 0 0    |    9.82 pc/s
circle true    Sending 0379 36 268 51 0 0    |    10.45 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.60 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.51 pc/s
circle true    Sending 0379 36 270 51 0 0    |    9.96 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.53 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.65 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.54 pc/s
circle true    Sending 0379 36 270 51 0 0    |    9.60 pc/s
circle true    Sending 0379 36 267 51 0 0    |    8.77 pc/s
circle true    Sending 0379 36 270 51 0 0    |    9.92 pc/s
circle true    Sending 0379 36 270 51 0 0    |    9.88 pc/s
Sending 0379 36 0 0 0 0    |    10.78 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.55 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.49 pc/s
circle true    Sending 0379 36 269 51 0 0    |    10.51 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.33 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.51 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.26 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.50 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.42 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.56 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.41 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.52 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.26 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.05 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.50 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.43 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.51 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.40 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.46 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.36 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.39 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.45 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.34 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.15 pc/s
circle true    Sending 0379 36 268 51 0 0    |    10.38 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.43 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.53 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.31 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.38 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.45 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.42 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.25 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.32 pc/s
circle true    Sending 0379 36 270 50 0 0    |    10.44 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.23 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.46 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.33 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.20 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.48 pc/s
Sending 0379 36 0 0 0 0    |    10.76 pc/s
circle true    Sending 0380 36 270 51 0 0    |    10.35 pc/s
circle true    Sending 0380 35 270 50 0 0    |    10.27 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.43 pc/s
circle true    Sending 0380 36 270 51 0 0    |    10.22 pc/s
circle true    Sending 0380 36 270 51 0 0    |    10.54 pc/s
circle true    Sending 0380 36 270 51 0 0    |    10.39 pc/s
circle true    Sending 0380 35 270 52 0 0    |    10.47 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.35 pc/s
circle true    Sending 0379 36 270 51 0 0    |    10.41 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.25 pc/s
Sending 0380 35 0 0 0 0    |    10.58 pc/s
circle true    Sending 0379 35 270 51 0 0    |    10.43 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.32 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.38 pc/s
circle true    Sending 0380 36 270 50 0 0    |    10.43 pc/s
circle true    Sending 0380 35 270 51 0 0    |    9.92 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.48 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.30 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.39 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.38 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.51 pc/s
circle true    Sending 0379 35 270 51 0 0    |    10.25 pc/s
circle true    Sending 0380 36 270 51 0 0    |    10.33 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.56 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.26 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.43 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.50 pc/s
Sending 0380 35 0 0 0 0    |    10.71 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.30 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.46 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.33 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.37 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.48 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.24 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.46 pc/s
circle true    Sending 0380 35 270 50 0 0    |    10.37 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.27 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.38 pc/s
circle true    Sending 0380 35 270 50 0 0    |    10.39 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.33 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.26 pc/s
circle true    Sending 0380 35 270 50 0 0    |    10.31 pc/s
Sending 0380 35 0 0 0 0    |    10.72 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.33 pc/s
circle true    Sending 0380 35 270 50 0 0    |    10.54 pc/s
Sending 0380 35 0 0 0 0    |    10.60 pc/s
circle true    Sending 0380 35 270 51 0 0    |    9.87 pc/s
circle true    Sending 0380 35 270 51 0 0    |    9.82 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.32 pc/s
circle true    Sending 0380 35 270 51 0 0    |    9.92 pc/s
circle true    Sending 0380 35 270 51 0 0    |    10.44 pc/s
Sending 0380 35 0 0 0 0    |    10.69 pc/s
circle true    Sending 0380 36 270 51 0 0    |    10.57 pc/s
circle true    Sending 0369 37 260 52 0 0    |    9.79 pc/s
circle true    Sending 0370 37 260 51 0 0    |    10.47 pc/s
circle true    Sending 0369 37 260 51 0 0    |    10.25 pc/s
circle true    Sending 0369 37 259 52 0 0    |    10.41 pc/s
circle true    Sending 0360 37 244 51 0 0    |    9.86 pc/s
circle true    Sending 0327 37 219 52 0 0    |    10.42 pc/s
circle true    Sending 0327 37 219 52 0 0    |    10.37 pc/s
circle true    Sending 0327 37 219 54 0 0    |    10.57 pc/s
circle true    Sending 0327 37 219 53 0 0    |    9.61 pc/s
circle true    Sending 0327 37 217 54 0 0    |    10.46 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.20 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.31 pc/s
circle true    Sending 0327 37 220 52 0 0    |    9.91 pc/s
Sending 0327 37 0 0 0 0    |    10.61 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.45 pc/s
Sending 0327 37 0 0 0 0    |    10.88 pc/s
circle true    Sending 0327 37 219 53 0 0    |    9.82 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.39 pc/s
circle true    Sending 0327 37 220 53 0 0    |    10.16 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.28 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.43 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.20 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.38 pc/s
circle true    Sending 0327 37 220 53 0 0    |    10.25 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.44 pc/s
circle true    Sending 0327 37 219 53 0 0    |    9.69 pc/s
Sending 0327 37 0 0 0 0    |    10.76 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.44 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.31 pc/s
circle true    Sending 0327 37 219 53 0 0    |    9.86 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.39 pc/s
circle true    Sending 0327 37 218 53 0 0    |    10.38 pc/s
Sending 0327 37 0 0 0 0    |    10.92 pc/s
circle true    Sending 0327 37 219 53 0 0    |    9.76 pc/s
Sending 0327 37 0 0 0 0    |    10.69 pc/s
circle true    Sending 0327 37 220 53 0 0    |    10.38 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.43 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.63 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.43 pc/s
circle true    Sending 0327 37 220 53 0 0    |    10.46 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.30 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.91 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.37 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.45 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.49 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.81 pc/s
Sending 0327 37 0 0 0 0    |    10.86 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.29 pc/s
circle true    Sending 0327 37 219 54 0 0    |    10.53 pc/s
Sending 0327 37 0 0 0 0    |    10.79 pc/s
circle true    Sending 0327 37 217 53 0 0    |    10.24 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.46 pc/s
circle true    Sending 0327 37 219 52 0 0    |    10.15 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.40 pc/s
circle true    Sending 0327 37 219 53 0 0    |    9.68 pc/s
circle true    Sending 0327 37 219 52 0 0    |    10.41 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.53 pc/s
circle true    Sending 0327 38 220 54 0 0    |    10.28 pc/s
Sending 0327 37 0 0 0 0    |    10.23 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.36 pc/s
Sending 0327 37 0 0 0 0    |    10.70 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.47 pc/s
circle true    Sending 0327 38 218 53 0 0    |    9.77 pc/s
Sending 0327 38 0 0 0 0    |    10.96 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.40 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.42 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.83 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.35 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.35 pc/s
circle true    Sending 0327 37 219 53 0 0    |    10.36 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.79 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.43 pc/s
circle true    Sending 0327 37 220 53 0 0    |    10.34 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.41 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.82 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.53 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.34 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.46 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.43 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.27 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.29 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.27 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.46 pc/s
circle true    Sending 0327 38 219 54 0 0    |    9.73 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.19 pc/s
circle true    Sending 0327 38 219 52 0 0    |    10.32 pc/s
circle true    Sending 0327 38 219 52 0 0    |    10.44 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.68 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.36 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.52 pc/s
circle true    Sending 0327 38 218 54 0 0    |    10.40 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.80 pc/s
circle true    Sending 0327 38 220 53 0 0    |    10.27 pc/s
circle true    Sending 0327 38 218 53 0 0    |    10.46 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.40 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.79 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.50 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.20 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.56 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.81 pc/s
circle true    Sending 0327 38 220 53 0 0    |    10.43 pc/s
circle true    Sending 0327 38 218 53 0 0    |    10.49 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.35 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.78 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.35 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.50 pc/s
Sending 0327 38 0 0 0 0    |    10.92 pc/s
circle true    Sending 0327 38 219 52 0 0    |    9.78 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.54 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.36 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.40 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.53 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.68 pc/s
circle true    Sending 0327 38 219 52 0 0    |    10.45 pc/s
Sending 0327 38 0 0 0 0    |    10.65 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.42 pc/s
Sending 0327 38 0 0 0 0    |    10.18 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.20 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.46 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.22 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.82 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.29 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.18 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.46 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.77 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.43 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.36 pc/s
Sending 0327 38 0 0 0 0    |    10.68 pc/s
circle true    Sending 0327 38 219 52 0 0    |    9.72 pc/s
circle true    Sending 0327 38 219 52 0 0    |    10.41 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.43 pc/s
Sending 0327 38 0 0 0 0    |    10.65 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.80 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.13 pc/s
Sending 0327 38 0 0 0 0    |    10.87 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.37 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.71 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.31 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.38 pc/s
circle true    Sending 0327 38 220 53 0 0    |    10.45 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.40 pc/s
circle true    Sending 0327 38 220 53 0 0    |    10.16 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.40 pc/s
Sending 0327 38 0 0 0 0    |    10.50 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.48 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.60 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.38 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.36 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.57 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.80 pc/s
circle true    Sending 0327 38 219 52 0 0    |    10.31 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.40 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.29 pc/s
circle true    Sending 0327 38 219 52 0 0    |    9.74 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.42 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.41 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.44 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.60 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.44 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.33 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.39 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.84 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.24 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.44 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.31 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.82 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.43 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.46 pc/s
circle true    Sending 0327 38 219 54 0 0    |    10.44 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.79 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.48 pc/s
circle true    Sending 0327 38 219 52 0 0    |    10.21 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.53 pc/s
circle true    Sending 0327 38 216 53 0 0    |    10.41 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.71 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.39 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.26 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.37 pc/s
circle true    Sending 0327 38 219 53 0 0    |    9.76 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.25 pc/s
circle true    Sending 0327 38 219 53 0 0    |    10.13 pc/s
circle true    Sending 0327 38 218 53 0 0  
